Origin,WeekOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
PHF,26,1,0,0,1,0
EVV,34,1,1,0,0,0
SGU,28,1,1,0,0,0
EGE,28,1,1,0,0,0
GEG,29,1,1,0,0,0
DLH,28,1,1,0,0,0
WRG,2,1,1,0,0,0
SMX,29,1,0,1,0,0
CIC,29,1,0,0,1,0
MOD,28,1,0,0,1,0
FAT,28,1,0,0,1,0
RDD,28,1,1,0,0,0
BTV,38,1,1,0,0,0
CIC,28,1,1,0,0,0
SUN,28,1,0,1,0,0
GEG,27,1,1,0,0,0
MFR,27,1,1,0,0,0
GTF,27,1,1,0,0,0
GEG,26,1,1,0,0,0
HLN,26,1,1,0,0,0
PSC,26,1,1,0,0,0
ACV,26,1,0,1,0,0
CPR,26,1,1,0,0,0
BPT,35,1,0,1,0,0
CDC,51,1,0,1,0,0
MGM,10,1,1,0,0,0
ILM,26,1,0,1,0,0
AVP,27,1,0,0,1,0
OXR,23,1,0,1,0,0
GPT,38,1,1,0,0,0
RKS,30,1,1,0,0,0
BRW,13,1,0,1,0,0
PSC,20,1,1,0,0,0
RKS,29,1,1,0,0,0
DRO,29,1,1,0,0,0
ATW,29,1,0,1,0,0
ASE,29,1,1,0,0,0
BMI,28,1,0,0,1,0
TOL,35,1,0,0,1,0
ALO,1,1,0,1,0,0
ILM,28,1,1,0,0,0
AVP,28,1,0,0,1,0
OXR,24,1,1,0,0,0
JAC,17,1,1,0,0,0
FAT,27,1,0,0,1,0
BFL,27,1,0,0,1,0
PSG,43,1,0,1,0,0
CRW,28,1,0,1,0,0
AVL,48,1,0,1,0,0
GGG,14,1,0,1,0,0
DRO,26,1,1,0,0,0
MTJ,26,1,1,0,0,0
MFE,4,1,0,1,0,0
FLG,26,1,1,0,0,0
EUG,50,1,0,0,1,0
MLI,21,1,0,0,1,0
MGM,5,1,0,0,1,0
CRW,20,1,1,0,0,0
MAF,13,1,0,1,0,0
PWM,45,1,0,1,0,0
BPT,30,1,1,0,0,0
HPN,40,1,0,1,0,0
FAY,26,1,0,0,1,0
CEC,28,1,0,0,1,0
PSC,31,1,1,0,0,0
MOD,12,1,0,1,0,0
SBA,30,1,1,0,0,0
MLI,42,1,1,0,0,0
GRK,44,1,1,0,0,0
ALB,34,1,1,0,0,0
PFN,11,1,1,0,0,0
RST,30,1,0,0,1,0
MFE,40,1,0,0,1,0
CEC,45,1,0,1,0,0
DHN,31,1,0,1,0,0
CVG,47,1,1,0,0,0
MSO,42,1,1,0,0,0
LBB,28,1,1,0,0,0
MOT,12,1,0,1,0,0
HLN,8,1,0,1,0,0
FAI,22,1,1,0,0,0
RAP,47,1,1,0,0,0
LGB,24,1,0,1,0,0
BQN,23,1,0,1,0,0
SIT,25,1,1,0,0,0
FAR,21,1,0,0,1,0
KTN,25,1,1,0,0,0
FAI,25,1,1,0,0,0
BRW,25,1,0,1,0,0
MOD,31,1,1,0,0,0
FAI,23,1,1,0,0,0
PSG,23,1,1,0,0,0
JNU,23,1,1,0,0,0
ADQ,21,1,0,1,0,0
MFE,23,1,1,0,0,0
GPT,34,1,0,0,1,0
STT,24,1,1,0,0,0
MRY,21,1,0,0,1,0
ELP,25,1,1,0,0,0
MGM,22,1,1,0,0,0
ELM,25,1,0,0,1,0
BTR,47,1,1,0,0,0
INL,23,1,1,0,0,0
ALO,22,1,0,1,0,0
PIA,25,1,1,0,0,0
AVP,12,1,0,0,1,0
DLH,23,1,0,1,0,0
DLH,22,1,0,1,0,0
TLH,23,1,1,0,0,0
BGR,41,1,1,0,0,0
IDA,49,1,0,1,0,0
CMI,25,1,1,0,0,0
TUL,41,1,0,1,0,0
MDW,24,1,1,0,0,0
MTJ,23,1,1,0,0,0
GPT,23,1,0,1,0,0
FSM,25,1,1,0,0,0
ROW,23,1,1,0,0,0
LMT,37,1,1,0,0,0
GRK,26,1,1,0,0,0
RSW,49,1,0,1,0,0
SJT,25,1,0,1,0,0
OKC,29,1,0,0,1,0
CHA,25,1,1,0,0,0
BUF,37,1,0,1,0,0
CLL,25,1,1,0,0,0
OGG,24,1,1,0,0,0
MCN,25,1,1,0,0,0
PFN,25,1,1,0,0,0
VLD,30,1,0,0,1,0
TRI,25,1,0,0,1,0
HLN,52,1,0,0,1,0
ILM,25,1,0,0,1,0
SBN,40,1,1,0,0,0
OAJ,24,1,1,0,0,0
RDM,2,1,1,0,0,0
AZO,40,1,0,0,1,0
BUF,26,1,1,0,0,0
GEG,21,1,1,0,0,0
EUG,25,1,1,0,0,0
EGE,24,1,1,0,0,0
BTV,22,1,0,1,0,0
BIL,23,1,1,0,0,0
MSO,2,1,1,0,0,0
CLD,26,1,0,0,1,0
MLB,24,1,1,0,0,0
RDD,25,1,0,0,1,0
PMD,25,1,0,0,1,0
CLL,29,1,0,0,1,0
ILM,47,1,1,0,0,0
PSP,24,1,0,1,0,0
LYH,3,1,1,0,0,0
FCA,24,1,1,0,0,0
IYK,24,1,0,0,1,0
YAK,2,1,0,1,0,0
CLD,24,1,1,0,0,0
ISP,27,1,1,0,0,0
SBP,23,1,1,0,0,0
MOD,23,1,1,0,0,0
CMX,20,1,1,0,0,0
EUG,23,1,1,0,0,0
BIL,20,1,0,0,1,0
CRW,24,1,1,0,0,0
DAB,39,1,1,0,0,0
RDD,23,1,1,0,0,0
FCA,23,1,1,0,0,0
PMD,22,1,1,0,0,0
BTM,22,1,0,1,0,0
TXK,23,1,0,1,0,0
PSP,22,1,1,0,0,0
EUG,22,1,1,0,0,0
DAB,37,1,1,0,0,0
RDD,22,1,0,0,1,0
PSC,22,1,1,0,0,0
MYR,24,1,0,1,0,0
HHH,24,1,1,0,0,0
LEX,39,1,0,0,1,0
GNV,42,1,0,0,1,0
TRI,21,1,1,0,0,0
ROW,24,1,0,1,0,0
KOA,26,1,1,0,0,0
ITO,26,1,1,0,0,0
FAT,26,1,1,0,0,0
FLG,25,1,1,0,0,0
SBP,25,1,0,0,1,0
LYH,30,1,1,0,0,0
ASE,25,1,1,0,0,0
BMI,24,1,1,0,0,0
AVL,44,1,0,0,1,0
RKS,24,1,1,0,0,0
AVL,28,1,0,0,1,0
MOD,10,1,1,0,0,0
ABE,23,1,0,0,1,0
ROW,21,1,0,0,1,0
JAC,2,1,0,1,0,0
YUM,29,1,1,0,0,0
ITO,3,1,1,0,0,0
AVP,23,1,1,0,0,0
COS,41,1,0,1,0,0
RAP,22,1,1,0,0,0
ASE,33,1,1,0,0,0
LGB,38,1,1,0,0,0
MTJ,22,1,1,0,0,0
ALB,14,1,1,0,0,0
FSM,44,1,1,0,0,0
ELM,0,1,1,0,0,0
CPR,36,1,1,0,0,0
TRI,47,1,0,0,1,0
GRK,49,1,1,0,0,0
GEG,30,1,0,1,0,0
DHN,25,1,0,0,1,0
AVP,40,1,1,0,0,0
GUC,22,1,1,0,0,0
AVL,46,1,1,0,0,0
LSE,21,1,0,0,1,0
PSC,27,1,1,0,0,0
GPT,25,1,0,1,0,0
ABE,41,1,1,0,0,0
GTR,28,1,0,0,1,0
DAY,26,1,0,1,0,0
TLH,49,1,0,1,0,0
MAF,25,1,0,1,0,0
AZO,38,1,1,0,0,0
HLN,14,1,1,0,0,0
PSG,35,1,1,0,0,0
GPT,32,1,1,0,0,0
LBB,26,1,0,0,1,0
COD,50,1,0,1,0,0
MLU,25,1,0,1,0,0
SMF,37,1,0,1,0,0
CRW,16,1,0,0,1,0
AMA,25,1,0,1,0,0
AMA,28,1,1,0,0,0
HRL,25,1,0,1,0,0
FAR,24,1,0,0,1,0
GUC,18,1,1,0,0,0
RNO,29,1,0,0,1,0
PNS,25,1,0,1,0,0
GTR,26,1,1,0,0,0
MHT,16,1,0,1,0,0
RDD,11,1,0,0,1,0
SBP,50,1,0,0,1,0
SBP,20,1,1,0,0,0
MEI,50,1,0,1,0,0
VPS,24,1,0,1,0,0
BOI,49,1,0,1,0,0
OTZ,50,1,0,1,0,0
SBP,46,1,0,1,0,0
AVL,40,1,0,1,0,0
SBN,29,1,1,0,0,0
CDV,11,1,0,1,0,0
RSW,18,1,0,0,1,0
ABQ,39,1,1,0,0,0
SIT,21,1,0,1,0,0
CLL,35,1,1,0,0,0
JNU,21,1,1,0,0,0
FAI,21,1,1,0,0,0
ANC,20,1,1,0,0,0
WRG,20,1,1,0,0,0
OME,18,1,1,0,0,0
ADQ,18,1,0,1,0,0
MFE,21,1,0,1,0,0
MFE,17,1,1,0,0,0
FSD,30,1,1,0,0,0
MEI,13,1,0,0,1,0
MSY,17,1,1,0,0,0
CPR,32,1,1,0,0,0
MRY,15,1,1,0,0,0
LAN,20,1,1,0,0,0
ALO,21,1,0,1,0,0
CAK,19,1,1,0,0,0
JAN,17,1,0,1,0,0
ATW,20,1,1,0,0,0
ALB,20,1,1,0,0,0
AZO,19,1,1,0,0,0
GEG,19,1,1,0,0,0
MBS,19,1,1,0,0,0
COS,33,1,0,0,1,0
TVC,18,1,0,0,1,0
RST,18,1,0,0,1,0
LIH,17,1,1,0,0,0
BTR,17,1,0,1,0,0
MGM,44,1,1,0,0,0
PIA,19,1,1,0,0,0
TOL,21,1,1,0,0,0
TOL,18,1,0,0,1,0
MFR,24,1,1,0,0,0
DBQ,21,1,0,0,1,0
DBQ,17,1,0,1,0,0
AVP,34,1,1,0,0,0
MAF,21,1,0,0,1,0
MOB,26,1,1,0,0,0
DRO,9,1,1,0,0,0
LMT,33,1,1,0,0,0
MOB,16,1,0,1,0,0
LGB,34,1,1,0,0,0
ROW,18,1,0,1,0,0
MAF,20,1,1,0,0,0
LIH,18,1,1,0,0,0
DAB,19,1,1,0,0,0
BET,16,1,0,1,0,0
SGF,19,1,0,1,0,0
ABY,29,1,0,0,1,0
LIT,20,1,1,0,0,0
CLL,21,1,0,0,1,0
SPS,20,1,1,0,0,0
MEI,1,1,1,0,0,0
ACT,20,1,1,0,0,0
DTW,34,1,1,0,0,0
MLU,21,1,0,0,1,0
MLU,17,1,1,0,0,0
GGG,19,1,0,1,0,0
RAP,2,1,1,0,0,0
GGG,18,1,0,1,0,0
JAC,27,1,1,0,0,0
TYR,17,1,0,1,0,0
LYH,7,1,0,1,0,0
AEX,18,1,0,1,0,0
CAK,48,1,1,0,0,0
SBP,18,1,1,0,0,0
CDV,14,1,1,0,0,0
CDV,13,1,1,0,0,0
RSW,22,1,1,0,0,0
OKC,20,1,1,0,0,0
DAB,17,1,1,0,0,0
CRW,21,1,1,0,0,0
SWF,18,1,1,0,0,0
AVP,20,1,1,0,0,0
FAY,21,1,1,0,0,0
ABY,17,1,1,0,0,0
CDC,50,1,0,0,1,0
MSO,24,1,1,0,0,0
MYR,19,1,1,0,0,0
MYR,20,1,1,0,0,0
HLN,44,1,0,1,0,0
PFN,19,1,1,0,0,0
TRI,19,1,1,0,0,0
GNV,18,1,1,0,0,0
HRL,17,1,1,0,0,0
KOA,2,1,1,0,0,0
SYR,20,1,0,0,1,0
TYR,12,1,0,0,1,0
MLB,47,1,1,0,0,0
MYR,52,1,0,1,0,0
TPA,18,1,1,0,0,0
DAY,20,1,1,0,0,0
RHI,4,1,0,1,0,0
IDA,35,1,1,0,0,0
CHO,28,1,0,0,1,0
OXR,11,1,0,0,1,0
MKG,21,1,0,1,0,0
CEC,22,1,0,0,1,0
LNK,21,1,0,1,0,0
TWF,12,1,0,1,0,0
JNU,41,1,1,0,0,0
MSO,21,1,1,0,0,0
EKO,21,1,1,0,0,0
MGM,48,1,1,0,0,0
MOD,21,1,0,0,1,0
MOB,14,1,1,0,0,0
DRO,20,1,0,0,1,0
COS,20,1,0,0,1,0
IYK,20,1,0,1,0,0
PMD,20,1,1,0,0,0
ISP,6,1,0,1,0,0
OTZ,22,1,1,0,0,0
HSV,29,1,0,0,1,0
ACV,19,1,0,1,0,0
JAC,19,1,1,0,0,0
FAT,19,1,1,0,0,0
SPI,19,1,1,0,0,0
PMD,19,1,1,0,0,0
RKS,28,1,1,0,0,0
CIC,19,1,1,0,0,0
CPR,18,1,1,0,0,0
MBS,18,1,0,0,1,0
SDF,18,1,0,0,1,0
GNV,28,1,1,0,0,0
IYK,18,1,1,0,0,0
YUM,18,1,1,0,0,0
FAI,37,1,1,0,0,0
IPL,18,1,1,0,0,0
PFN,26,1,0,0,1,0
ALB,21,1,0,0,1,0
PIH,17,1,1,0,0,0
LNK,17,1,0,0,1,0
HLN,17,1,1,0,0,0
BTV,21,1,0,1,0,0
MEI,33,1,0,0,1,0
TYS,19,1,0,1,0,0
SNA,47,1,0,0,1,0
MLB,43,1,1,0,0,0
AVL,38,1,0,0,1,0
SAV,41,1,1,0,0,0
SPI,21,1,0,0,1,0
SGU,18,1,1,0,0,0
MLI,40,1,1,0,0,0
LAN,21,1,0,0,1,0
HPN,47,1,1,0,0,0
FSD,21,1,0,0,1,0
CAK,21,1,0,0,1,0
IYK,7,1,0,1,0,0
MFR,21,1,1,0,0,0
TUS,20,1,1,0,0,0
EUG,20,1,0,1,0,0
DRO,42,1,1,0,0,0
ANC,34,1,1,0,0,0
TXK,21,1,0,1,0,0
MSO,12,1,1,0,0,0
OTZ,47,1,1,0,0,0
CHS,20,1,1,0,0,0
LFT,26,1,1,0,0,0
OKC,0,1,1,0,0,0
CLL,2,1,1,0,0,0
MLI,20,1,1,0,0,0
KOA,19,1,1,0,0,0
LIH,19,1,1,0,0,0
SBN,19,1,1,0,0,0
MDT,15,1,0,1,0,0
HSV,19,1,1,0,0,0
RNO,2,1,1,0,0,0
BFL,36,1,0,1,0,0
MFR,17,1,1,0,0,0
MAF,8,1,1,0,0,0
BUF,33,1,0,1,0,0
BFL,5,1,1,0,0,0
LRD,23,1,0,0,1,0
ABI,21,1,0,1,0,0
AVP,52,1,1,0,0,0
CEC,20,1,0,1,0,0
RNO,36,1,1,0,0,0
GPT,18,1,0,1,0,0
SBP,39,1,1,0,0,0
ALB,12,1,1,0,0,0
HLN,12,1,1,0,0,0
ABE,33,1,1,0,0,0
DAB,21,1,0,0,1,0
RAP,16,1,0,0,1,0
PFN,24,1,1,0,0,0
FLG,33,1,1,0,0,0
CHO,27,1,0,0,1,0
MOD,35,1,1,0,0,0
SMX,1,1,1,0,0,0
PWM,18,1,0,0,1,0
BIL,35,1,1,0,0,0
RDD,4,1,0,0,1,0
TUS,42,1,1,0,0,0
TUS,46,1,1,0,0,0
OGG,0,1,1,0,0,0
MOD,51,1,1,0,0,0
SBP,42,1,1,0,0,0
RAP,46,1,1,0,0,0
CHO,18,1,1,0,0,0
HRL,20,1,1,0,0,0
STT,10,1,1,0,0,0
MRY,39,1,0,1,0,0
OAJ,13,1,0,0,1,0
ERI,31,1,1,0,0,0
ACV,50,1,1,0,0,0
GUC,24,1,1,0,0,0
STT,21,1,1,0,0,0
IYK,31,1,0,1,0,0
BIL,51,1,0,1,0,0
MEI,7,1,0,1,0,0
MLB,14,1,1,0,0,0
BRO,42,1,0,0,1,0
STT,3,1,1,0,0,0
MLB,13,1,1,0,0,0
RSW,15,1,1,0,0,0
MSY,20,1,1,0,0,0
SIT,17,1,1,0,0,0
STT,36,1,1,0,0,0
OTZ,16,1,0,1,0,0
SCC,16,1,0,1,0,0
JNU,15,1,1,0,0,0
ABI,1,1,1,0,0,0
ADQ,15,1,1,0,0,0
GEG,14,1,1,0,0,0
FAI,13,1,0,1,0,0
FAR,37,1,1,0,0,0
JAN,15,1,1,0,0,0
CEC,16,1,0,1,0,0
FSM,17,1,0,0,1,0
ERI,16,1,1,0,0,0
GPT,17,1,0,0,1,0
PFN,15,1,1,0,0,0
IPL,20,1,1,0,0,0
TLH,16,1,1,0,0,0
BIS,14,1,1,0,0,0
ISP,4,1,0,0,1,0
GTF,14,1,1,0,0,0
CMX,16,1,0,1,0,0
GSP,15,1,1,0,0,0
LNK,16,1,1,0,0,0
SCE,14,1,1,0,0,0
SWF,14,1,1,0,0,0
IPL,14,1,1,0,0,0
IDA,14,1,1,0,0,0
BGR,25,1,0,1,0,0
IDA,46,1,1,0,0,0
FNT,16,1,0,1,0,0
GGG,17,1,0,1,0,0
TOL,16,1,0,0,1,0
KTN,42,1,1,0,0,0
FAR,34,1,1,0,0,0
DBQ,16,1,0,0,1,0
BRW,27,1,0,1,0,0
LSE,15,1,0,0,1,0
ROC,38,1,0,1,0,0
CSG,18,1,1,0,0,0
VPS,15,1,0,1,0,0
GUC,32,1,0,0,1,0
SPS,19,1,1,0,0,0
GPT,16,1,0,1,0,0
ABI,16,1,0,1,0,0
LIT,16,1,0,1,0,0
ROW,14,1,0,1,0,0
TYS,33,1,1,0,0,0
CIC,22,1,0,0,1,0
FSM,14,1,0,1,0,0
CRP,16,1,0,1,0,0
BTR,16,1,0,1,0,0
EGE,18,1,1,0,0,0
MAF,14,1,1,0,0,0
RAP,48,1,1,0,0,0
LAW,16,1,0,1,0,0
GGG,16,1,0,1,0,0
MLU,16,1,0,1,0,0
RFD,7,1,1,0,0,0
SPS,13,1,0,1,0,0
ADQ,30,1,0,1,0,0
TYR,13,1,0,1,0,0
GTR,13,1,0,0,1,0
DHN,13,1,1,0,0,0
PHF,13,1,0,0,1,0
SYR,15,1,1,0,0,0
ALB,42,1,1,0,0,0
RAP,36,1,0,0,1,0
GNV,14,1,1,0,0,0
ILM,17,1,1,0,0,0
ASE,26,1,0,0,1,0
LEX,35,1,0,0,1,0
IND,20,1,1,0,0,0
LEX,45,1,1,0,0,0
FLO,7,1,0,1,0,0
GEG,15,1,1,0,0,0
SMX,15,1,0,1,0,0
RAP,15,1,1,0,0,0
FNT,15,1,1,0,0,0
MOD,15,1,1,0,0,0
GRB,15,1,1,0,0,0
SBN,15,1,0,0,1,0
LEX,15,1,1,0,0,0
PSG,33,1,0,1,0,0
OTH,48,1,0,1,0,0
MFR,28,1,0,0,1,0
MEI,12,1,1,0,0,0
ACV,14,1,0,1,0,0
SLE,4,1,0,1,0,0
YUM,10,1,1,0,0,0
ROA,14,1,0,0,1,0
BIL,14,1,0,1,0,0
RDD,13,1,1,0,0,0
EKO,13,1,1,0,0,0
PMD,13,1,0,1,0,0
GEG,13,1,0,1,0,0
CLD,20,1,1,0,0,0
MSN,39,1,1,0,0,0
RDM,14,1,1,0,0,0
HNL,23,1,1,0,0,0
SDF,21,1,0,0,1,0
MQT,43,1,1,0,0,0
ASE,32,1,1,0,0,0
HPN,39,1,1,0,0,0
MSO,17,1,1,0,0,0
LEX,16,1,1,0,0,0
BFL,52,1,1,0,0,0
ACV,16,1,0,1,0,0
CSG,0,1,1,0,0,0
BGM,35,1,0,1,0,0
ABE,16,1,0,0,1,0
MFR,16,1,1,0,0,0
BTM,19,1,0,1,0,0
BIL,16,1,1,0,0,0
LIH,10,1,1,0,0,0
IYK,16,1,0,1,0,0
EWN,10,1,0,0,1,0
SPS,4,1,0,1,0,0
MOD,16,1,1,0,0,0
CDV,52,1,1,0,0,0
MRY,16,1,1,0,0,0
OTZ,18,1,1,0,0,0
GEG,5,1,0,1,0,0
PSC,15,1,1,0,0,0
PHF,14,1,0,1,0,0
DRO,14,1,1,0,0,0
CPR,13,1,1,0,0,0
IDA,13,1,1,0,0,0
XNA,26,1,1,0,0,0
HLN,11,1,1,0,0,0
PSP,26,1,1,0,0,0
LRD,21,1,0,1,0,0
MLB,19,1,1,0,0,0
HPN,43,1,1,0,0,0
GRB,19,1,1,0,0,0
SRQ,17,1,1,0,0,0
LAN,37,1,0,1,0,0
MCN,29,1,1,0,0,0
MGM,21,1,1,0,0,0
DRO,17,1,1,0,0,0
LYH,22,1,1,0,0,0
SBA,47,1,1,0,0,0
FAI,3,1,0,1,0,0
SRQ,16,1,1,0,0,0
TPA,20,1,1,0,0,0
DRO,30,1,1,0,0,0
MCN,1,1,1,0,0,0
HPN,37,1,1,0,0,0
SBP,35,1,1,0,0,0
HPN,41,1,1,0,0,0
DRO,52,1,1,0,0,0
ANC,44,1,1,0,0,0
MCN,28,1,1,0,0,0
TYR,10,1,0,1,0,0
MDT,43,1,1,0,0,0
FCA,3,1,1,0,0,0
BUF,15,1,1,0,0,0
EWN,9,1,0,0,1,0
ABE,15,1,1,0,0,0
DTW,40,1,1,0,0,0
TYR,24,1,0,1,0,0
LGB,14,1,1,0,0,0
FSD,15,1,1,0,0,0
LAW,30,1,0,0,1,0
AEX,27,1,0,0,1,0
FAT,47,1,0,1,0,0
MLI,43,1,1,0,0,0
SJT,17,1,1,0,0,0
ELM,48,1,1,0,0,0
IYK,40,1,0,1,0,0
MGM,36,1,1,0,0,0
JAC,28,1,1,0,0,0
TRI,32,1,1,0,0,0
MGM,32,1,1,0,0,0
CLL,37,1,0,1,0,0
LRD,16,1,0,1,0,0
TOL,0,1,0,0,1,0
RDM,23,1,1,0,0,0
BRO,15,1,1,0,0,0
CEC,1,1,0,0,1,0
KOA,47,1,1,0,0,0
CHO,31,1,0,0,1,0
LCH,13,1,0,1,0,0
MCN,24,1,1,0,0,0
MHT,14,1,0,0,1,0
TOL,27,1,0,1,0,0
PSP,52,1,0,1,0,0
BIL,1,1,1,0,0,0
EYW,7,1,1,0,0,0
BPT,24,1,0,0,1,0
FSM,52,1,1,0,0,0
IAH,39,1,1,0,0,0
CAE,20,1,1,0,0,0
HRL,16,1,1,0,0,0
ATW,52,1,0,1,0,0
LNK,25,1,1,0,0,0
SBP,32,1,0,1,0,0
ACV,37,1,0,1,0,0
LNK,41,1,1,0,0,0
FWA,19,1,1,0,0,0
VLD,51,1,1,0,0,0
MAF,19,1,1,0,0,0
MOD,46,1,0,1,0,0
AVL,8,1,1,0,0,0
JAC,10,1,1,0,0,0
BDL,10,1,1,0,0,0
CMX,51,1,0,0,1,0
TYR,18,1,0,1,0,0
TYR,16,1,0,1,0,0
LGB,10,1,1,0,0,0
BQN,9,1,1,0,0,0
ADK,12,1,0,1,0,0
FAI,11,1,1,0,0,0
GJT,34,1,1,0,0,0
WRG,11,1,1,0,0,0
ERI,1,1,1,0,0,0
SCC,2,1,1,0,0,0
STT,12,1,1,0,0,0
VPS,14,1,0,0,1,0
MGM,23,1,1,0,0,0
JAX,20,1,1,0,0,0
ERI,12,1,1,0,0,0
BGM,0,1,1,0,0,0
ELM,11,1,0,1,0,0
PFN,8,1,1,0,0,0
DLH,12,1,1,0,0,0
OTH,46,1,0,1,0,0
DLH,9,1,1,0,0,0
ITO,20,1,1,0,0,0
CHA,10,1,0,1,0,0
FAR,10,1,1,0,0,0
BIS,13,1,1,0,0,0
GFK,13,1,1,0,0,0
CMX,8,1,1,0,0,0
GFK,9,1,1,0,0,0
PIH,8,1,0,1,0,0
BJI,22,1,0,0,1,0
GFK,11,1,1,0,0,0
CMI,10,1,1,0,0,0
DBQ,9,1,0,0,1,0
LSE,9,1,0,0,1,0
EYW,23,1,1,0,0,0
CMI,12,1,0,0,1,0
EYW,25,1,0,0,1,0
MOB,15,1,0,1,0,0
ROA,12,1,1,0,0,0
ROW,9,1,0,1,0,0
SWF,22,1,0,0,1,0
HDN,27,1,0,1,0,0
GRK,8,1,1,0,0,0
TXK,10,1,1,0,0,0
DAB,5,1,0,1,0,0
BZN,12,1,1,0,0,0
TXK,8,1,1,0,0,0
BIL,36,1,1,0,0,0
AEX,10,1,0,1,0,0
TRI,6,1,0,1,0,0
FNT,12,1,1,0,0,0
MBS,15,1,0,0,1,0
AEX,12,1,0,1,0,0
SCE,4,1,0,1,0,0
LGB,7,1,0,1,0,0
SCE,1,1,1,0,0,0
FWA,1,1,0,0,1,0
ITO,50,1,1,0,0,0
SBN,10,1,0,0,1,0
GTR,11,1,0,0,1,0
GTR,10,1,1,0,0,0
EWN,11,1,1,0,0,0
MEI,27,1,0,0,1,0
AVL,5,1,1,0,0,0
MCN,12,1,1,0,0,0
SWF,8,1,0,1,0,0
ABY,11,1,0,0,1,0
PSG,10,1,0,1,0,0
CSG,9,1,0,0,1,0
RAP,25,1,1,0,0,0
CWA,18,1,1,0,0,0
EKO,52,1,1,0,0,0
FAR,16,1,0,0,1,0
TRI,11,1,1,0,0,0
SMX,11,1,1,0,0,0
MHT,19,1,0,0,1,0
LYH,9,1,0,0,1,0
ALB,38,1,1,0,0,0
RAP,32,1,1,0,0,0
PFN,12,1,1,0,0,0
ISP,36,1,1,0,0,0
CSG,12,1,1,0,0,0
MCN,10,1,1,0,0,0
DLH,17,1,1,0,0,0
GUC,0,1,0,1,0,0
GRB,10,1,1,0,0,0
MYR,10,1,0,0,1,0
AMA,8,1,0,1,0,0
SMX,34,1,0,1,0,0
BET,9,1,1,0,0,0
MBS,43,1,1,0,0,0
LAW,50,1,0,1,0,0
LFT,27,1,1,0,0,0
MGM,25,1,1,0,0,0
BTM,2,1,0,1,0,0
GCC,50,1,0,1,0,0
AVL,1,1,0,1,0,0
BZN,17,1,1,0,0,0
SUX,21,1,1,0,0,0
BIS,6,1,1,0,0,0
CLD,15,1,0,0,1,0
AGS,10,1,0,1,0,0
JAC,6,1,0,1,0,0
PLN,3,1,1,0,0,0
YUM,7,1,1,0,0,0
IYK,23,1,1,0,0,0
ERI,11,1,1,0,0,0
CRP,0,1,1,0,0,0
BFL,19,1,1,0,0,0
PSC,12,1,0,1,0,0
TUS,48,1,1,0,0,0
VLD,12,1,1,0,0,0
GTF,12,1,0,1,0,0
LSE,44,1,0,0,1,0
MAF,15,1,0,0,1,0
ABI,8,1,1,0,0,0
KTN,23,1,1,0,0,0
MFE,22,1,1,0,0,0
CRW,12,1,0,0,1,0
GEG,12,1,1,0,0,0
CPR,12,1,1,0,0,0
IPL,12,1,0,0,1,0
AMA,12,1,0,1,0,0
CLD,12,1,0,1,0,0
PIA,24,1,0,1,0,0
BIL,32,1,1,0,0,0
BET,14,1,1,0,0,0
ACV,12,1,0,1,0,0
DLG,31,1,1,0,0,0
TRI,22,1,1,0,0,0
ACV,11,1,1,0,0,0
TYR,51,1,0,1,0,0
CLD,11,1,1,0,0,0
ABE,25,1,1,0,0,0
MOD,11,1,0,0,1,0
CHO,36,1,1,0,0,0
IYK,11,1,0,1,0,0
TRI,5,1,1,0,0,0
SBP,2,1,0,1,0,0
ISP,23,1,1,0,0,0
RDM,10,1,1,0,0,0
AEX,37,1,0,1,0,0
OXR,6,1,0,1,0,0
BFL,10,1,0,1,0,0
CPR,10,1,1,0,0,0
CEC,10,1,0,0,1,0
ACV,10,1,0,0,1,0
PSC,10,1,1,0,0,0
MYR,45,1,0,0,1,0
ATW,10,1,1,0,0,0
ABE,21,1,0,0,1,0
MOD,9,1,0,1,0,0
OXR,9,1,0,0,1,0
RDM,24,1,1,0,0,0
TWF,9,1,0,1,0,0
EUG,9,1,1,0,0,0
FSD,31,1,0,0,1,0
FSM,1,1,0,1,0,0
BZN,9,1,0,1,0,0
CIC,33,1,1,0,0,0
CLL,34,1,1,0,0,0
MFR,8,1,1,0,0,0
RDM,22,1,0,0,1,0
TWF,8,1,1,0,0,0
AEX,25,1,0,1,0,0
KOA,11,1,1,0,0,0
AEX,14,1,0,1,0,0
BGM,50,1,0,1,0,0
AEX,13,1,0,1,0,0
FLL,47,1,1,0,0,0
KTN,8,1,0,1,0,0
STT,16,1,1,0,0,0
ITO,31,1,1,0,0,0
ALO,18,1,1,0,0,0
BOI,28,1,1,0,0,0
FAY,12,1,1,0,0,0
LIH,1,1,1,0,0,0
EGE,21,1,1,0,0,0
TYR,20,1,1,0,0,0
DLH,21,1,1,0,0,0
BIL,34,1,1,0,0,0
WYS,34,1,1,0,0,0
GJT,11,1,0,1,0,0
CHA,15,1,1,0,0,0
MYR,11,1,0,0,1,0
MLI,34,1,0,1,0,0
ROA,0,1,0,1,0,0
BFL,11,1,1,0,0,0
FCA,49,1,1,0,0,0
RAP,11,1,1,0,0,0
CEC,6,1,0,1,0,0
EUG,12,1,0,0,1,0
GGG,6,1,0,1,0,0
HDN,10,1,0,1,0,0
