Origin,DayOfYear,cancelledTotal,cancelledCarrier,cancelledWeather,cancelledNAS,cancelledSecurity
PSP,42,1,1,0,0,0
OMA,275,1,1,0,0,0
IYK,68,1,0,0,1,0
GJT,30,1,1,0,0,0
TVC,61,1,1,0,0,0
BGR,92,1,0,1,0,0
RDU,128,1,1,0,0,0
MDT,197,1,1,0,0,0
PIA,109,1,1,0,0,0
ABE,212,1,1,0,0,0
EWR,253,1,1,0,0,0
HRL,203,1,0,1,0,0
BIL,286,1,0,1,0,0
CHS,23,1,1,0,0,0
AMA,94,1,1,0,0,0
JAX,115,1,1,0,0,0
MCN,216,1,1,0,0,0
JAC,201,1,1,0,0,0
HNL,186,1,1,0,0,0
MHT,53,1,0,1,0,0
ACK,177,1,0,0,1,0
SNA,117,1,1,0,0,0
JAN,79,1,0,0,1,0
GJT,35,1,1,0,0,0
ORF,147,1,0,1,0,0
JAC,206,1,1,0,0,0
SDF,69,1,1,0,0,0
ABI,114,1,0,1,0,0
BGR,130,1,0,1,0,0
RST,100,1,0,1,0,0
LIT,20,1,0,1,0,0
MBS,116,1,0,0,1,0
PVD,246,1,1,0,0,0
CDC,260,1,1,0,0,0
GEG,217,1,0,1,0,0
HLN,350,1,0,1,0,0
JAN,58,1,1,0,0,0
JAC,233,1,1,0,0,0
MKE,40,1,0,0,1,0
CHS,68,1,0,0,1,0
LSE,264,1,0,1,0,0
GRK,33,1,1,0,0,0
CLE,84,1,0,0,1,0
IYK,114,1,0,1,0,0
LAS,235,1,1,0,0,0
CMI,186,1,1,0,0,0
DTW,233,1,1,0,0,0
SBN,350,1,1,0,0,0
LNK,342,1,0,0,1,0
GRB,272,1,1,0,0,0
BRW,22,1,0,1,0,0
IAH,38,1,1,0,0,0
COS,353,1,0,1,0,0
MSN,19,1,1,0,0,0
BTR,72,1,1,0,0,0
SEA,249,1,1,0,0,0
LIT,69,1,0,1,0,0
BNA,339,1,1,0,0,0
CDC,27,1,0,1,0,0
FSM,87,1,1,0,0,0
LFT,125,1,0,1,0,0
CHS,320,1,0,0,1,0
GRB,273,1,0,0,1,0
PHX,333,1,1,0,0,0
SYR,217,1,0,1,0,0
DSM,140,1,1,0,0,0
SAV,1,1,1,0,0,0
HDN,14,1,0,1,0,0
DAY,69,1,1,0,0,0
PBI,64,1,0,0,1,0
CHS,336,1,1,0,0,0
MLI,3,1,1,0,0,0
ILM,21,1,0,1,0,0
LAX,306,1,1,0,0,0
PDX,139,1,1,0,0,0
BNA,162,1,0,0,1,0
AUS,157,1,1,0,0,0
DAL,251,1,1,0,0,0
PHX,75,1,1,0,0,0
OMA,43,1,0,0,1,0
SJC,105,1,1,0,0,0
CLT,316,1,0,1,0,0
TPA,118,1,0,0,1,0
TOL,33,1,0,0,1,0
PVD,256,1,0,1,0,0
TYR,168,1,0,1,0,0
PWM,334,1,0,1,0,0
SLC,38,1,0,1,0,0
GPT,282,1,0,1,0,0
DHN,7,1,0,1,0,0
LSE,42,1,0,0,1,0
DBQ,159,1,0,1,0,0
MIA,187,1,1,0,0,0
PBI,326,1,1,0,0,0
FLG,78,1,1,0,0,0
FAT,118,1,1,0,0,0
BWI,3,1,1,0,0,0
PHX,243,1,1,0,0,0
SUN,54,1,1,0,0,0
JAX,61,1,1,0,0,0
MSY,64,1,1,0,0,0
LFT,52,1,0,1,0,0
TVC,35,1,0,1,0,0
YUM,67,1,1,0,0,0
GSP,225,1,1,0,0,0
PHX,242,1,1,0,0,0
TUL,97,1,1,0,0,0
DAY,3,1,1,0,0,0
SCE,3,1,1,0,0,0
OGG,352,1,1,0,0,0
LIT,102,1,1,0,0,0
SYR,219,1,0,1,0,0
AVP,18,1,0,1,0,0
IND,32,1,1,0,0,0
TYR,126,1,0,1,0,0
PIH,48,1,0,1,0,0
MKE,88,1,1,0,0,0
AMA,121,1,1,0,0,0
BNA,235,1,1,0,0,0
JNU,183,1,0,1,0,0
RSW,150,1,0,0,1,0
EGE,43,1,1,0,0,0
BMI,25,1,0,1,0,0
KOA,63,1,1,0,0,0
JAX,88,1,1,0,0,0
MOD,201,1,0,0,1,0
AUS,231,1,1,0,0,0
ABI,90,1,1,0,0,0
CRW,16,1,0,1,0,0
BOI,90,1,1,0,0,0
ANC,107,1,1,0,0,0
TYS,252,1,0,1,0,0
STL,89,1,1,0,0,0
EVV,235,1,1,0,0,0
DAL,89,1,1,0,0,0
ATW,215,1,1,0,0,0
HOU,41,1,1,0,0,0
ICT,181,1,1,0,0,0
SJC,88,1,1,0,0,0
MHT,357,1,1,0,0,0
OKC,180,1,0,1,0,0
ONT,88,1,1,0,0,0
OKC,134,1,0,0,1,0
DAL,87,1,1,0,0,0
ABI,50,1,1,0,0,0
TPA,152,1,0,1,0,0
TOL,18,1,0,1,0,0
CHO,361,1,0,0,1,0
BDL,62,1,1,0,0,0
MFR,4,1,1,0,0,0
SMF,46,1,0,1,0,0
HOU,86,1,1,0,0,0
DAL,86,1,1,0,0,0
SBA,176,1,0,0,1,0
BZN,34,1,0,1,0,0
SUN,67,1,0,1,0,0
GTF,34,1,1,0,0,0
CHS,76,1,0,1,0,0
XNA,337,1,1,0,0,0
PDX,342,1,1,0,0,0
EWR,119,1,0,1,0,0
SAT,165,1,1,0,0,0
RAP,125,1,1,0,0,0
RIC,181,1,0,1,0,0
MDW,200,1,1,0,0,0
SAT,84,1,1,0,0,0
AMA,33,1,1,0,0,0
BUR,84,1,1,0,0,0
EUG,181,1,1,0,0,0
PIT,247,1,0,0,1,0
ICT,93,1,1,0,0,0
PSP,86,1,1,0,0,0
BGM,40,1,1,0,0,0
OXR,191,1,1,0,0,0
IAD,70,1,1,0,0,0
ERI,42,1,0,1,0,0
DSM,139,1,1,0,0,0
AUS,183,1,1,0,0,0
GSO,97,1,0,1,0,0
LAN,239,1,1,0,0,0
RDM,75,1,1,0,0,0
BTR,114,1,0,1,0,0
SNA,73,1,1,0,0,0
TVC,176,1,1,0,0,0
CDV,90,1,1,0,0,0
ALB,241,1,1,0,0,0
MDT,212,1,0,0,1,0
HOU,73,1,1,0,0,0
FCA,76,1,1,0,0,0
TVC,102,1,1,0,0,0
MEM,308,1,1,0,0,0
BNA,38,1,0,1,0,0
RNO,71,1,1,0,0,0
BIS,20,1,1,0,0,0
MSY,71,1,1,0,0,0
LEX,23,1,1,0,0,0
MRY,83,1,1,0,0,0
GGG,94,1,0,1,0,0
HPN,9,1,1,0,0,0
DBQ,56,1,0,1,0,0
CRP,71,1,1,0,0,0
PVD,260,1,1,0,0,0
CLE,71,1,1,0,0,0
LRD,251,1,0,0,1,0
AZO,118,1,0,0,1,0
BOI,71,1,1,0,0,0
AMA,71,1,0,1,0,0
PMD,25,1,0,0,1,0
SFO,321,1,0,1,0,0
IAD,238,1,0,0,1,0
SRQ,54,1,1,0,0,0
TOL,31,1,0,1,0,0
SCE,75,1,1,0,0,0
EWR,306,1,1,0,0,0
SMF,38,1,0,1,0,0
IAH,39,1,1,0,0,0
ROC,51,1,0,1,0,0
RST,89,1,0,0,1,0
MDT,204,1,1,0,0,0
BIS,100,1,1,0,0,0
CLL,69,1,1,0,0,0
ABI,69,1,0,1,0,0
SJU,37,1,1,0,0,0
ICT,138,1,1,0,0,0
TVC,201,1,1,0,0,0
PIT,44,1,1,0,0,0
ABQ,69,1,1,0,0,0
DAL,6,1,1,0,0,0
KOA,59,1,1,0,0,0
MHT,166,1,1,0,0,0
EWR,199,1,0,1,0,0
GPT,226,1,1,0,0,0
CSG,204,1,1,0,0,0
STL,39,1,1,0,0,0
CAK,266,1,1,0,0,0
BDL,163,1,1,0,0,0
CSG,203,1,0,0,1,0
ORF,163,1,0,1,0,0
BHM,87,1,1,0,0,0
ICT,105,1,0,0,1,0
MCO,39,1,1,0,0,0
ELP,67,1,1,0,0,0
DAL,67,1,1,0,0,0
IDA,37,1,1,0,0,0
MFE,98,1,1,0,0,0
MBS,351,1,0,0,1,0
MYR,108,1,1,0,0,0
HSV,239,1,0,0,1,0
SMF,210,1,1,0,0,0
ORF,158,1,0,0,1,0
RST,4,1,0,1,0,0
DAY,224,1,0,0,1,0
XNA,12,1,0,1,0,0
TVC,193,1,0,1,0,0
MBS,35,1,0,1,0,0
IAH,226,1,1,0,0,0
BUR,266,1,1,0,0,0
SMF,64,1,1,0,0,0
MCO,207,1,0,1,0,0
TLH,188,1,1,0,0,0
LEX,218,1,1,0,0,0
PIT,82,1,1,0,0,0
OAK,64,1,0,1,0,0
PMD,337,1,0,1,0,0
FAT,114,1,1,0,0,0
RDU,279,1,1,0,0,0
MDT,110,1,0,1,0,0
STL,37,1,1,0,0,0
CLD,24,1,1,0,0,0
PIA,205,1,0,0,1,0
TYS,2,1,1,0,0,0
CRW,34,1,0,0,1,0
CSG,24,1,1,0,0,0
OKC,63,1,1,0,0,0
HOU,4,1,0,1,0,0
CRP,214,1,0,0,1,0
AMA,226,1,0,1,0,0
MOB,34,1,1,0,0,0
LBB,63,1,0,1,0,0
SEA,329,1,1,0,0,0
SBA,188,1,1,0,0,0
MFE,127,1,0,1,0,0
DAY,84,1,0,0,1,0
MCI,95,1,0,1,0,0
SAV,15,1,0,1,0,0
GSO,49,1,0,0,1,0
FNT,115,1,0,1,0,0
AGS,95,1,0,1,0,0
AVP,117,1,1,0,0,0
MFE,183,1,1,0,0,0
CLT,143,1,1,0,0,0
BDL,182,1,1,0,0,0
IYK,93,1,1,0,0,0
PHL,228,1,1,0,0,0
FLL,41,1,0,1,0,0
TPA,219,1,1,0,0,0
FLL,35,1,0,1,0,0
RNO,239,1,1,0,0,0
PDX,149,1,1,0,0,0
DBQ,157,1,0,0,1,0
MCO,53,1,0,1,0,0
CID,355,1,1,0,0,0
IDA,101,1,1,0,0,0
SAT,53,1,1,0,0,0
ABQ,52,1,0,1,0,0
SAT,52,1,0,1,0,0
RNO,165,1,1,0,0,0
BUR,133,1,1,0,0,0
LEX,210,1,1,0,0,0
LGB,56,1,0,1,0,0
ALB,78,1,1,0,0,0
HSV,329,1,1,0,0,0
LSE,212,1,0,0,1,0
SEA,57,1,1,0,0,0
PFN,230,1,1,0,0,0
OME,57,1,1,0,0,0
BUR,151,1,1,0,0,0
PDX,53,1,1,0,0,0
PBI,203,1,1,0,0,0
ELP,160,1,0,1,0,0
DAY,167,1,0,0,1,0
HOU,222,1,1,0,0,0
COS,85,1,1,0,0,0
ANC,52,1,0,1,0,0
MOB,4,1,1,0,0,0
IAD,73,1,0,1,0,0
ANC,51,1,1,0,0,0
RIC,305,1,1,0,0,0
OTZ,51,1,0,1,0,0
SHV,337,1,0,0,1,0
ERI,41,1,0,1,0,0
PSP,91,1,1,0,0,0
ADQ,24,1,1,0,0,0
SCE,64,1,1,0,0,0
SRQ,334,1,1,0,0,0
TPA,243,1,0,1,0,0
SYR,101,1,1,0,0,0
RDD,2,1,0,0,1,0
YUM,23,1,1,0,0,0
VPS,89,1,1,0,0,0
BDL,61,1,1,0,0,0
CDV,46,1,0,1,0,0
ABI,7,1,1,0,0,0
SAN,45,1,1,0,0,0
SHV,9,1,1,0,0,0
AMA,100,1,0,0,1,0
SNA,45,1,1,0,0,0
SLC,334,1,0,1,0,0
GSP,234,1,1,0,0,0
SEA,45,1,1,0,0,0
FAI,39,1,1,0,0,0
ROC,156,1,1,0,0,0
CAK,176,1,0,0,1,0
ADQ,38,1,0,1,0,0
FAI,38,1,1,0,0,0
SLC,74,1,1,0,0,0
KTN,38,1,1,0,0,0
PSG,38,1,1,0,0,0
PDX,37,1,1,0,0,0
ATW,60,1,1,0,0,0
PSG,35,1,0,1,0,0
ANC,35,1,0,1,0,0
GRK,240,1,1,0,0,0
PSP,34,1,0,1,0,0
BMI,9,1,1,0,0,0
MDW,118,1,0,0,1,0
LEX,98,1,1,0,0,0
JNU,33,1,1,0,0,0
DLG,226,1,1,0,0,0
PBI,204,1,0,1,0,0
CHA,365,1,1,0,0,0
ORF,342,1,1,0,0,0
HNL,288,1,1,0,0,0
PVD,60,1,0,1,0,0
LIH,31,1,1,0,0,0
SBA,58,1,0,1,0,0
MSY,70,1,0,1,0,0
SGF,166,1,0,1,0,0
DAL,45,1,1,0,0,0
CAK,93,1,1,0,0,0
LIH,54,1,1,0,0,0
GTR,16,1,0,1,0,0
AVL,96,1,1,0,0,0
RNO,91,1,1,0,0,0
SMF,207,1,1,0,0,0
RNO,31,1,1,0,0,0
KOA,121,1,1,0,0,0
MCN,159,1,1,0,0,0
ITO,55,1,1,0,0,0
SLC,151,1,1,0,0,0
GUC,46,1,0,1,0,0
FAT,25,1,1,0,0,0
SNA,48,1,1,0,0,0
JAC,36,1,0,1,0,0
HDN,46,1,0,1,0,0
SJU,46,1,1,0,0,0
CRW,127,1,1,0,0,0
FLL,32,1,1,0,0,0
BIS,68,1,1,0,0,0
MDW,332,1,1,0,0,0
CHS,315,1,1,0,0,0
OMA,46,1,0,1,0,0
RKS,366,1,1,0,0,0
BUR,59,1,1,0,0,0
STL,57,1,1,0,0,0
CRW,25,1,0,1,0,0
AUS,39,1,1,0,0,0
PHX,87,1,1,0,0,0
SJU,36,1,1,0,0,0
FAI,147,1,1,0,0,0
GJT,187,1,0,1,0,0
SBP,83,1,1,0,0,0
HSV,187,1,0,0,1,0
PSP,31,1,0,0,1,0
XNA,234,1,1,0,0,0
STT,49,1,1,0,0,0
FAY,354,1,0,1,0,0
SHV,67,1,1,0,0,0
LRD,115,1,0,1,0,0
EWR,33,1,0,1,0,0
OAK,307,1,1,0,0,0
TUL,45,1,1,0,0,0
TUL,32,1,1,0,0,0
HDN,54,1,1,0,0,0
SYR,138,1,1,0,0,0
VPS,11,1,1,0,0,0
HSV,356,1,0,1,0,0
CHS,142,1,1,0,0,0
PSP,47,1,0,0,1,0
ATW,116,1,0,1,0,0
ABQ,38,1,1,0,0,0
LEX,13,1,0,1,0,0
TUS,33,1,0,1,0,0
DFW,57,1,1,0,0,0
ASE,296,1,0,1,0,0
CMH,46,1,0,1,0,0
OMA,125,1,0,1,0,0
BWI,46,1,0,1,0,0
TPA,211,1,1,0,0,0
BQK,362,1,0,1,0,0
FLL,33,1,1,0,0,0
SJU,50,1,1,0,0,0
TPA,290,1,0,0,1,0
TUS,105,1,1,0,0,0
FLL,47,1,0,0,1,0
TUL,40,1,0,1,0,0
MGM,26,1,0,1,0,0
TPA,44,1,1,0,0,0
BIS,21,1,1,0,0,0
ELP,50,1,1,0,0,0
PIT,262,1,1,0,0,0
PHX,136,1,1,0,0,0
GEG,51,1,0,1,0,0
CMI,191,1,0,0,1,0
BUF,273,1,0,1,0,0
SNA,259,1,1,0,0,0
FLO,195,1,0,0,1,0
MYR,86,1,1,0,0,0
GJT,174,1,1,0,0,0
AZO,13,1,1,0,0,0
LEX,64,1,1,0,0,0
HNL,50,1,1,0,0,0
FAY,89,1,1,0,0,0
PHL,83,1,1,0,0,0
DBQ,356,1,0,1,0,0
KOA,46,1,1,0,0,0
SAN,339,1,1,0,0,0
BIS,61,1,0,1,0,0
KOA,39,1,1,0,0,0
SEA,145,1,1,0,0,0
HOU,121,1,1,0,0,0
JFK,57,1,1,0,0,0
HNL,58,1,1,0,0,0
HNL,48,1,1,0,0,0
TUS,109,1,1,0,0,0
HNL,33,1,1,0,0,0
EVV,45,1,1,0,0,0
LGB,12,1,1,0,0,0
TLH,37,1,1,0,0,0
ASE,128,1,0,1,0,0
AZO,79,1,1,0,0,0
SGF,44,1,1,0,0,0
BWI,58,1,1,0,0,0
DAY,121,1,1,0,0,0
JAN,45,1,1,0,0,0
GRR,37,1,0,1,0,0
MOB,53,1,1,0,0,0
ALB,54,1,1,0,0,0
GJT,195,1,1,0,0,0
BTR,210,1,1,0,0,0
MCI,44,1,1,0,0,0
GRR,57,1,1,0,0,0
FSM,59,1,1,0,0,0
BTV,167,1,0,1,0,0
ROA,150,1,0,0,1,0
BOS,229,1,1,0,0,0
MGM,47,1,0,1,0,0
HSV,84,1,1,0,0,0
MGM,35,1,0,0,1,0
MGM,45,1,1,0,0,0
ONT,208,1,0,1,0,0
GTR,78,1,0,0,1,0
MGM,33,1,1,0,0,0
ERI,43,1,0,1,0,0
SCC,19,1,1,0,0,0
OMA,44,1,1,0,0,0
LSE,35,1,0,1,0,0
AZO,43,1,1,0,0,0
ELM,43,1,0,1,0,0
ELP,37,1,1,0,0,0
ELM,41,1,0,1,0,0
ATW,227,1,1,0,0,0
CWA,59,1,1,0,0,0
VPS,75,1,0,0,1,0
BTR,45,1,1,0,0,0
STL,287,1,1,0,0,0
COS,119,1,1,0,0,0
DSM,46,1,1,0,0,0
OKC,44,1,1,0,0,0
MOB,280,1,1,0,0,0
PFN,34,1,1,0,0,0
DRO,11,1,1,0,0,0
TUL,44,1,1,0,0,0
TLH,55,1,1,0,0,0
MTJ,15,1,0,0,1,0
GEG,56,1,0,1,0,0
TLH,35,1,0,1,0,0
SDF,56,1,1,0,0,0
LGB,213,1,1,0,0,0
HSV,45,1,1,0,0,0
HSV,33,1,1,0,0,0
JAN,37,1,1,0,0,0
MOB,47,1,0,0,1,0
SHV,54,1,1,0,0,0
TLH,199,1,1,0,0,0
MGM,203,1,0,0,1,0
MSN,58,1,1,0,0,0
JAX,38,1,1,0,0,0
CWA,118,1,0,0,1,0
TUL,59,1,1,0,0,0
SUX,41,1,0,1,0,0
MDT,89,1,1,0,0,0
SRQ,63,1,0,1,0,0
SUX,38,1,1,0,0,0
FSD,43,1,1,0,0,0
MSP,50,1,1,0,0,0
LFT,268,1,1,0,0,0
YUM,221,1,1,0,0,0
BNA,110,1,0,0,1,0
LEX,222,1,0,0,1,0
PSG,228,1,0,1,0,0
SAN,171,1,1,0,0,0
IND,39,1,1,0,0,0
SNA,362,1,1,0,0,0
IND,41,1,1,0,0,0
GRR,41,1,1,0,0,0
CMX,49,1,0,0,1,0
MSY,234,1,0,1,0,0
ABY,10,1,1,0,0,0
ALO,59,1,0,0,1,0
ALO,55,1,0,1,0,0
AMA,300,1,1,0,0,0
ALO,41,1,1,0,0,0
ALO,37,1,1,0,0,0
PDX,54,1,1,0,0,0
ALO,36,1,0,1,0,0
PHL,81,1,0,1,0,0
BUF,38,1,1,0,0,0
BHM,38,1,1,0,0,0
EVV,176,1,1,0,0,0
BHM,37,1,1,0,0,0
FNT,43,1,1,0,0,0
FCA,200,1,1,0,0,0
OXR,84,1,0,0,1,0
RHI,363,1,1,0,0,0
SAV,37,1,1,0,0,0
BWI,246,1,0,1,0,0
MFR,282,1,1,0,0,0
BTV,55,1,1,0,0,0
MCI,133,1,1,0,0,0
GUC,355,1,1,0,0,0
GGG,2,1,1,0,0,0
DAY,65,1,0,1,0,0
GRK,315,1,1,0,0,0
CID,44,1,1,0,0,0
CID,40,1,1,0,0,0
PIA,75,1,1,0,0,0
SWF,32,1,1,0,0,0
DAL,138,1,1,0,0,0
XNA,60,1,1,0,0,0
LEX,289,1,0,1,0,0
BTV,36,1,0,0,1,0
GFK,55,1,0,0,1,0
MYR,36,1,1,0,0,0
MSO,92,1,1,0,0,0
LCH,176,1,0,1,0,0
HOU,48,1,1,0,0,0
BUF,58,1,1,0,0,0
BHM,58,1,1,0,0,0
FCA,62,1,0,1,0,0
HDN,192,1,0,1,0,0
JAN,70,1,1,0,0,0
FSD,48,1,1,0,0,0
TUL,168,1,0,0,1,0
MKE,79,1,1,0,0,0
PSG,339,1,0,1,0,0
MCO,57,1,1,0,0,0
SEA,40,1,1,0,0,0
ELP,104,1,1,0,0,0
FNT,44,1,1,0,0,0
DRO,360,1,0,1,0,0
MYR,100,1,0,1,0,0
MIA,34,1,1,0,0,0
CLE,366,1,0,1,0,0
PSP,154,1,1,0,0,0
SHV,36,1,0,1,0,0
JAX,120,1,0,0,1,0
FSM,100,1,0,1,0,0
EVV,40,1,0,0,1,0
PHX,270,1,1,0,0,0
LIH,14,1,1,0,0,0
CHS,102,1,1,0,0,0
VPS,42,1,0,0,1,0
BIL,87,1,1,0,0,0
VPS,36,1,0,1,0,0
VPS,34,1,0,0,1,0
ROC,39,1,1,0,0,0
PNS,55,1,0,0,1,0
FNT,55,1,0,0,1,0
FNT,48,1,0,0,1,0
PNS,95,1,0,1,0,0
YUM,68,1,1,0,0,0
MIA,278,1,1,0,0,0
LIT,42,1,1,0,0,0
SBA,185,1,1,0,0,0
ABQ,30,1,1,0,0,0
DAB,78,1,1,0,0,0
DSM,32,1,0,0,1,0
EWR,250,1,0,1,0,0
MGM,191,1,0,1,0,0
MSN,63,1,0,1,0,0
MQT,49,1,0,1,0,0
MQT,40,1,0,1,0,0
MQT,36,1,0,0,1,0
CMI,51,1,1,0,0,0
COS,361,1,0,1,0,0
GGG,90,1,1,0,0,0
HOU,117,1,1,0,0,0
LBB,25,1,0,1,0,0
SAT,161,1,1,0,0,0
BHM,233,1,0,1,0,0
PDX,241,1,0,1,0,0
ABQ,291,1,1,0,0,0
BDL,95,1,1,0,0,0
BTR,56,1,0,0,1,0
CMI,59,1,0,1,0,0
SJU,212,1,1,0,0,0
CMI,56,1,0,1,0,0
CHA,31,1,0,0,1,0
GPT,236,1,1,0,0,0
DBQ,38,1,0,0,1,0
DBQ,32,1,0,1,0,0
MEI,94,1,0,0,1,0
PWM,228,1,0,1,0,0
DAB,15,1,0,1,0,0
SBN,335,1,0,1,0,0
EVV,47,1,0,0,1,0
AMA,216,1,1,0,0,0
CID,33,1,0,0,1,0
ICT,57,1,1,0,0,0
AZO,39,1,0,1,0,0
ISP,253,1,1,0,0,0
TWF,35,1,1,0,0,0
SNA,122,1,1,0,0,0
MSP,32,1,0,0,1,0
DSM,10,1,1,0,0,0
MKE,65,1,0,1,0,0
ROC,104,1,1,0,0,0
OAK,291,1,1,0,0,0
TVC,81,1,1,0,0,0
ICT,266,1,1,0,0,0
SNA,188,1,1,0,0,0
BUR,279,1,1,0,0,0
RAP,10,1,1,0,0,0
MTJ,217,1,0,1,0,0
CMI,55,1,0,0,1,0
IDA,61,1,0,1,0,0
EKO,12,1,0,1,0,0
MLI,59,1,0,0,1,0
ROA,7,1,1,0,0,0
DTW,264,1,1,0,0,0
DAY,33,1,0,0,1,0
ABQ,113,1,1,0,0,0
PVD,55,1,0,0,1,0
OAK,73,1,0,1,0,0
PNS,29,1,1,0,0,0
SYR,55,1,0,0,1,0
RDD,7,1,0,0,1,0
RKS,361,1,0,1,0,0
MHT,44,1,1,0,0,0
TVC,43,1,1,0,0,0
SDF,31,1,0,1,0,0
GPT,31,1,0,0,1,0
RIC,157,1,0,0,1,0
DBQ,31,1,0,0,1,0
MSY,13,1,0,1,0,0
OXR,189,1,0,1,0,0
AZO,44,1,1,0,0,0
GRK,18,1,0,1,0,0
EVV,168,1,0,1,0,0
OMA,231,1,1,0,0,0
MQT,35,1,0,1,0,0
TRI,68,1,1,0,0,0
BNA,106,1,1,0,0,0
AUS,334,1,1,0,0,0
BOI,352,1,0,1,0,0
BNA,133,1,0,0,1,0
SAT,339,1,1,0,0,0
MSN,272,1,1,0,0,0
OKC,38,1,0,0,1,0
OKC,52,1,0,1,0,0
MLB,16,1,0,1,0,0
GRB,39,1,0,1,0,0
TRI,102,1,1,0,0,0
BNA,95,1,0,0,1,0
TYS,48,1,1,0,0,0
SYR,237,1,1,0,0,0
LGA,241,1,1,0,0,0
BUF,152,1,0,1,0,0
GNV,63,1,1,0,0,0
XNA,177,1,1,0,0,0
MIA,40,1,1,0,0,0
BFL,54,1,0,0,1,0
VPS,51,1,0,1,0,0
ONT,233,1,1,0,0,0
CRW,342,1,0,0,1,0
MDT,37,1,0,1,0,0
SAT,27,1,1,0,0,0
FSM,51,1,1,0,0,0
MCO,143,1,1,0,0,0
ROW,47,1,1,0,0,0
GGG,35,1,0,1,0,0
VPS,47,1,0,1,0,0
JAX,45,1,1,0,0,0
ICT,67,1,0,1,0,0
BWI,326,1,1,0,0,0
AMA,242,1,1,0,0,0
MBS,82,1,1,0,0,0
LBB,35,1,1,0,0,0
CAE,218,1,1,0,0,0
SHV,50,1,1,0,0,0
DAL,348,1,1,0,0,0
LEX,46,1,0,1,0,0
DAY,282,1,0,0,1,0
CRP,52,1,0,1,0,0
OMA,32,1,1,0,0,0
AMA,45,1,1,0,0,0
BDL,47,1,1,0,0,0
YUM,104,1,1,0,0,0
MCI,57,1,1,0,0,0
LIT,58,1,1,0,0,0
PWM,200,1,1,0,0,0
TUL,333,1,1,0,0,0
LBB,36,1,1,0,0,0
MOD,146,1,0,0,1,0
SGF,326,1,1,0,0,0
SAV,51,1,0,1,0,0
MDT,116,1,0,1,0,0
ORF,28,1,0,0,1,0
ICT,54,1,1,0,0,0
CRP,46,1,0,1,0,0
BTR,46,1,0,1,0,0
SNA,214,1,1,0,0,0
EUG,171,1,1,0,0,0
MHT,343,1,1,0,0,0
FAT,111,1,1,0,0,0
SGF,43,1,1,0,0,0
AVL,187,1,0,0,1,0
LGB,34,1,0,1,0,0
SPS,35,1,0,0,1,0
SJU,57,1,0,1,0,0
MLU,41,1,1,0,0,0
MLU,35,1,0,0,1,0
RAP,75,1,1,0,0,0
SJU,49,1,1,0,0,0
MLU,33,1,0,1,0,0
SHV,42,1,0,1,0,0
PBI,94,1,1,0,0,0
SPS,52,1,1,0,0,0
FSM,1,1,1,0,0,0
SPS,59,1,1,0,0,0
ACT,58,1,1,0,0,0
BTR,40,1,1,0,0,0
ACT,40,1,1,0,0,0
OGG,78,1,1,0,0,0
TXK,36,1,1,0,0,0
PNS,364,1,1,0,0,0
SJU,54,1,1,0,0,0
RNO,41,1,1,0,0,0
MDT,190,1,0,1,0,0
ELM,57,1,0,0,1,0
TYR,52,1,0,1,0,0
SMF,149,1,1,0,0,0
MLI,251,1,0,0,1,0
TYR,36,1,1,0,0,0
SAN,39,1,1,0,0,0
DHN,212,1,0,0,1,0
SAN,54,1,0,1,0,0
SBA,44,1,1,0,0,0
LIH,32,1,1,0,0,0
MFE,66,1,0,1,0,0
BNA,225,1,1,0,0,0
OGG,31,1,1,0,0,0
GEG,15,1,1,0,0,0
BHM,61,1,1,0,0,0
OGG,32,1,1,0,0,0
BWI,50,1,1,0,0,0
BWI,49,1,1,0,0,0
MOB,180,1,0,1,0,0
HPN,7,1,0,0,1,0
ELP,23,1,0,1,0,0
BDL,33,1,0,0,1,0
ANC,166,1,1,0,0,0
SJU,11,1,1,0,0,0
PWM,37,1,1,0,0,0
MCI,264,1,1,0,0,0
MCO,33,1,0,1,0,0
ALB,275,1,1,0,0,0
MFE,123,1,1,0,0,0
GUC,363,1,0,0,1,0
SNA,18,1,1,0,0,0
PFN,15,1,0,1,0,0
EWN,35,1,0,1,0,0
FWA,101,1,1,0,0,0
MYR,83,1,1,0,0,0
GRR,58,1,1,0,0,0
YUM,96,1,1,0,0,0
LIT,54,1,1,0,0,0
TUS,122,1,0,1,0,0
ONT,135,1,1,0,0,0
PVD,58,1,1,0,0,0
EVV,43,1,1,0,0,0
OMA,352,1,0,1,0,0
ORF,57,1,1,0,0,0
KOA,213,1,1,0,0,0
HLN,286,1,1,0,0,0
BOI,2,1,0,0,1,0
TUL,86,1,0,1,0,0
FLO,48,1,0,1,0,0
TRI,57,1,1,0,0,0
TLH,48,1,1,0,0,0
MKE,51,1,1,0,0,0
RAP,204,1,0,1,0,0
BET,26,1,0,1,0,0
SPS,112,1,1,0,0,0
MYR,59,1,1,0,0,0
ATW,317,1,0,0,1,0
GNV,49,1,1,0,0,0
LYH,52,1,0,1,0,0
SGF,106,1,1,0,0,0
ANC,89,1,0,1,0,0
VLD,191,1,0,0,1,0
MHT,49,1,0,1,0,0
AEX,70,1,0,1,0,0
TYS,5,1,0,0,1,0
ATW,37,1,1,0,0,0
IAH,54,1,1,0,0,0
VPS,43,1,0,1,0,0
CHO,31,1,0,1,0,0
RIC,292,1,1,0,0,0
CID,329,1,1,0,0,0
